,contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency
91,NDXP240426C17710000,2024-04-25 19:20:27+00:00,17710.0,25.1,0.0,0.0,0.0,0.0,16.0,0,0.062509375,False,REGULAR,USD
92,NDXP240426C17720000,2024-04-25 20:02:38+00:00,17720.0,38.0,0.0,0.0,0.0,0.0,48.0,0,0.062509375,False,REGULAR,USD
93,NDXP240426C17725000,2024-04-25 19:54:47+00:00,17725.0,18.3,0.0,0.0,0.0,0.0,13.0,0,0.062509375,False,REGULAR,USD
94,NDXP240426C17740000,2024-04-25 18:40:15+00:00,17740.0,10.75,0.0,0.0,0.0,0.0,12.0,0,0.062509375,False,REGULAR,USD
95,NDXP240426C17750000,2024-04-25 20:13:47+00:00,17750.0,49.25,0.0,0.0,0.0,0.0,54.0,0,0.062509375,False,REGULAR,USD
96,NDXP240426C17760000,2024-04-25 20:04:40+00:00,17760.0,49.5,0.0,0.0,0.0,0.0,11.0,0,0.062509375,False,REGULAR,USD
97,NDXP240426C17770000,2024-04-25 19:52:04+00:00,17770.0,12.6,0.0,0.0,0.0,0.0,3.0,0,0.062509375,False,REGULAR,USD
98,NDXP240426C17775000,2024-04-25 19:19:46+00:00,17775.0,15.5,0.0,0.0,0.0,0.0,18.0,0,0.062509375,False,REGULAR,USD
99,NDXP240426C17780000,2024-04-25 20:02:53+00:00,17780.0,29.16,0.0,0.0,0.0,0.0,11.0,0,0.062509375,False,REGULAR,USD
100,NDXP240426C17800000,2024-04-25 20:11:21+00:00,17800.0,23.23,0.0,0.0,0.0,0.0,528.0,0,0.062509375,False,REGULAR,USD
101,NDXP240426C17810000,2024-04-25 20:11:21+00:00,17810.0,21.27,0.0,0.0,0.0,0.0,40.0,0,0.062509375,False,REGULAR,USD
102,NDXP240426C17825000,2024-04-25 19:49:02+00:00,17825.0,7.85,0.0,0.0,0.0,0.0,29.0,0,0.062509375,False,REGULAR,USD
103,NDXP240426C17850000,2024-04-25 20:05:43+00:00,17850.0,30.0,0.0,0.0,0.0,0.0,203.0,0,0.062509375,False,REGULAR,USD
104,NDXP240426C17860000,2024-04-25 19:16:10+00:00,17860.0,6.82,0.0,0.0,0.0,0.0,3.0,0,0.062509375,False,REGULAR,USD
105,NDXP240426C17875000,2024-04-25 20:05:34+00:00,17875.0,22.95,0.0,0.0,0.0,0.0,25.0,0,0.062509375,False,REGULAR,USD
106,NDXP240426C17900000,2024-04-25 20:13:47+00:00,17900.0,9.65,0.0,0.0,0.0,0.0,176.0,0,0.12500875,False,REGULAR,USD
107,NDXP240426C17910000,2024-04-25 19:57:05+00:00,17910.0,4.6,0.0,0.0,0.0,0.0,54.0,0,0.12500875,False,REGULAR,USD
108,NDXP240426C17925000,2024-04-25 19:41:57+00:00,17925.0,3.27,0.0,0.0,0.0,0.0,76.0,0,0.12500875,False,REGULAR,USD
109,NDXP240426C17930000,2024-04-25 19:19:15+00:00,17930.0,4.07,0.0,0.0,0.0,0.0,48.0,0,0.12500875,False,REGULAR,USD
110,NDXP240426C17940000,2024-04-25 17:37:32+00:00,17940.0,2.4,0.0,0.0,0.0,0.0,28.0,0,0.12500875,False,REGULAR,USD
111,NDXP240426C17950000,2024-04-25 20:03:00+00:00,17950.0,7.1,0.0,0.0,0.0,0.0,261.0,0,0.12500875,False,REGULAR,USD
112,NDXP240426C17960000,2024-04-25 20:04:31+00:00,17960.0,11.33,0.0,0.0,0.0,0.0,11.0,0,0.12500875,False,REGULAR,USD
113,NDXP240426C17970000,2024-04-25 13:30:16+00:00,17970.0,0.9,0.0,0.0,0.0,0.0,1.0,0,0.12500875,False,REGULAR,USD
114,NDXP240426C17975000,2024-04-25 20:04:31+00:00,17975.0,10.88,0.0,0.0,0.0,0.0,48.0,0,0.12500875,False,REGULAR,USD
115,NDXP240426C17980000,2024-04-25 20:01:04+00:00,17980.0,2.86,0.0,0.0,0.0,0.0,19.0,0,0.12500875,False,REGULAR,USD
116,NDXP240426C17990000,2024-04-25 19:13:20+00:00,17990.0,2.28,0.0,0.0,0.0,0.0,1.0,0,0.12500875,False,REGULAR,USD
117,NDXP240426C18000000,2024-04-25 20:14:24+00:00,18000.0,3.6,0.0,0.0,0.0,0.0,196.0,0,0.12500875,False,REGULAR,USD
118,NDXP240426C18010000,2024-04-25 13:58:24+00:00,18010.0,0.95,0.0,0.0,0.0,0.0,5.0,0,0.12500875,False,REGULAR,USD
119,NDXP240426C18020000,2024-04-25 19:56:59+00:00,18020.0,1.95,0.0,0.0,0.0,0.0,58.0,0,0.12500875,False,REGULAR,USD
120,NDXP240426C18025000,2024-04-25 20:06:23+00:00,18025.0,5.47,0.0,0.0,0.0,0.0,54.0,0,0.12500875,False,REGULAR,USD
121,NDXP240426C18040000,2024-04-25 20:03:00+00:00,18040.0,6.1,0.0,0.0,0.0,0.0,58.0,0,0.12500875,False,REGULAR,USD
122,NDXP240426C18050000,2024-04-25 20:03:22+00:00,18050.0,5.66,0.0,0.0,0.0,0.0,87.0,0,0.12500875,False,REGULAR,USD
123,NDXP240426C18060000,2024-04-25 19:53:13+00:00,18060.0,1.66,0.0,0.0,0.0,0.0,73.0,0,0.12500875,False,REGULAR,USD
124,NDXP240426C18070000,2024-04-25 19:01:29+00:00,18070.0,1.16,0.0,0.0,0.0,0.0,30.0,0,0.12500875,False,REGULAR,USD
125,NDXP240426C18075000,2024-04-25 19:02:49+00:00,18075.0,1.12,0.0,0.0,0.0,0.0,19.0,0,0.12500875,False,REGULAR,USD
126,NDXP240426C18090000,2024-04-22 14:21:20+00:00,18090.0,2.51,0.0,0.0,0.0,0.0,1.0,0,0.12500875,False,REGULAR,USD
127,NDXP240426C18100000,2024-04-25 20:07:55+00:00,18100.0,3.66,0.0,0.0,0.0,0.0,125.0,0,0.12500875,False,REGULAR,USD
128,NDXP240426C18110000,2024-04-25 16:40:50+00:00,18110.0,0.61,0.0,0.0,0.0,0.0,3.0,0,0.12500875,False,REGULAR,USD
129,NDXP240426C18120000,2024-04-23 14:08:37+00:00,18120.0,3.0,0.0,0.0,0.0,0.0,3.0,0,0.12500875,False,REGULAR,USD
130,NDXP240426C18125000,2024-04-23 13:52:09+00:00,18125.0,2.12,0.0,0.0,0.0,0.0,2.0,0,0.12500875,False,REGULAR,USD
131,NDXP240426C18150000,2024-04-25 20:03:22+00:00,18150.0,4.66,0.0,0.0,0.0,0.0,93.0,0,0.12500875,False,REGULAR,USD
132,NDXP240426C18160000,2024-04-24 19:54:35+00:00,18160.0,3.13,0.0,0.0,0.0,0.0,4.0,0,0.12500875,False,REGULAR,USD
133,NDXP240426C18175000,2024-04-25 17:56:49+00:00,18175.0,0.85,0.0,0.0,0.0,0.0,16.0,0,0.12500875,False,REGULAR,USD
134,NDXP240426C18180000,2024-04-25 19:19:27+00:00,18180.0,1.04,0.0,0.0,0.0,0.0,19.0,0,0.12500875,False,REGULAR,USD
135,NDXP240426C18190000,2024-04-25 18:27:06+00:00,18190.0,0.86,0.0,0.0,0.0,0.0,14.0,0,0.12500875,False,REGULAR,USD
136,NDXP240426C18200000,2024-04-25 20:07:55+00:00,18200.0,2.91,0.0,0.0,0.0,0.0,314.0,0,0.12500875,False,REGULAR,USD
137,NDXP240426C18210000,2024-04-25 19:47:44+00:00,18210.0,0.97,0.0,0.0,0.0,0.0,10.0,0,0.12500875,False,REGULAR,USD
138,NDXP240426C18220000,2024-04-25 19:01:29+00:00,18220.0,0.84,0.0,0.0,0.0,0.0,11.0,0,0.12500875,False,REGULAR,USD
139,NDXP240426C18225000,2024-04-25 19:26:57+00:00,18225.0,0.77,0.0,0.0,0.0,0.0,12.0,0,0.12500875,False,REGULAR,USD
140,NDXP240426C18250000,2024-04-25 19:58:54+00:00,18250.0,0.93,0.0,0.0,0.0,0.0,26.0,0,0.12500875,False,REGULAR,USD
